r_AU,F_exact,F_no_nn_softened,F_simon_corrected,c_pred,rel_err_no_nn_softened,rel_err_simon_corrected
2.543607100271138427e-02,1.545610084843406717e+01,1.545287637989341434e+01,1.542237905603380277e+01,9.980264306068420410e-01,2.086210857623591898e-04,2.181778750730713808e-03
2.565571217428751216e-02,1.519259114912275344e+01,1.518947568146548832e+01,1.515949819716243141e+01,9.980264306068420410e-01,2.050649311026188349e-04,2.178229614388910249e-03
2.587724995341149012e-02,1.493357400341936803e+01,1.493056385209964354e+01,1.490110001805141238e+01,9.980266094207763672e-01,2.015693844645123579e-04,2.174562188563837397e-03
2.610070071734156907e-02,1.467897281817393385e+01,1.467606442318658999e+01,1.464710981400664735e+01,9.980270862579345703e-01,1.981334132414899318e-04,2.170656255173190712e-03
2.632608098475408553e-02,1.442871230606632516e+01,1.442590222773769248e+01,1.439745148520023044e+01,9.980278015136718750e-01,1.947560024085598460e-04,2.166570391243548450e-03
2.655340741696461671e-02,1.418271846334326725e+01,1.418000337826421386e+01,1.415205196536456533e+01,9.980288147926330566e-01,1.914361542232404217e-04,2.162244005474882064e-03
2.678269681915958211e-02,1.394091854793502527e+01,1.393829524503145301e+01,1.391083606858413368e+01,9.980299472808837891e-01,1.881728879307482017e-04,2.157854896537466944e-03
2.701396614163872542e-02,1.370324105794491309e+01,1.370070643468101323e+01,1.367373410310758253e+01,9.980313181877136230e-01,1.849652394774393320e-04,2.153282914060898005e-03
2.724723248106807050e-02,1.346961571050579209e+01,1.346716676921564471e+01,1.344067667869342131e+01,9.980329871177673340e-01,1.818122612241495977e-04,2.148467516396880810e-03
2.748251308174382013e-02,1.323997342099692709e+01,1.323760726534005805e+01,1.321159239200556001e+01,9.980347752571105957e-01,1.787130216678997012e-04,2.143586553305185799e-03
2.771982533686717654e-02,1.301424628261515437e+01,1.301196011415185438e+01,1.298641583324614857e+01,9.980368614196777344e-01,1.756666051689772894e-04,2.138460327601346238e-03
2.795918678983002476e-02,1.279236754629449102e+01,1.279015866117689626e+01,1.276507877666951529e+01,9.980391263961791992e-01,1.726721116791706749e-04,2.133207127314001167e-03
2.820061513551200966e-02,1.257427160096779950e+01,1.257213738674279746e+01,1.254751648742441184e+01,9.980416297912597656e-01,1.697286564764337454e-04,2.127766473672193601e-03
2.844412822158851398e-02,1.235989395416527614e+01,1.235783188668542110e+01,1.233366308657782717e+01,9.980442523956298828e-01,1.668353699070476172e-04,2.122256686402166324e-03
2.868974404985012369e-02,1.214917121294350366e+01,1.214717885338237835e+01,1.212345896288232971e+01,9.980472922325134277e-01,1.639913971253190346e-04,2.116378937336942795e-03
2.893748077753328929e-02,1.194204106513984343e+01,1.194011605710824497e+01,1.191683750743039916e+01,9.980503916740417480e-01,1.611958978451151134e-04,2.110489954938798290e-03
2.918735671866278317e-02,1.173844226094614740e+01,1.173658232770576326e+01,1.171373696593204095e+01,9.980534911155700684e-01,1.584480460897391739e-04,2.104648509990213016e-03
2.943939034540545702e-02,1.153831459479685861e+01,1.153651753656809298e+01,1.151410423574962394e+01,9.980571866035461426e-01,1.557470299497648884e-04,2.098257838987351454e-03
2.969360028943583002e-02,1.134159888756580159e+01,1.133986257892658500e+01,1.131787257241163047e+01,9.980608224868774414e-01,1.530920513438511175e-04,2.091972691803015583e-03
2.995000534331346970e-02,1.114823696906647221e+01,1.114655935643899376e+01,1.112498804870922164e+01,9.980647563934326172e-01,1.504823257823996875e-04,2.085434712390884723e-03
3.020862446187213071e-02,1.095817166085080885e+01,1.095655076007316886e+01,1.093539287955682759e+01,9.980689287185668945e-01,1.479170821379649275e-04,2.078702725141711848e-03
3.046947676362115470e-02,1.077134675930100549e+01,1.076978065328096434e+01,1.074903029996744053e+01,9.980732798576354980e-01,1.453955624155189278e-04,2.071835568221291370e-03
3.073258153215871827e-02,1.058770701900978750e+01,1.058619385545778435e+01,1.056584454649981986e+01,9.980777502059936523e-01,1.429170215313218650e-04,2.064892093322424470e-03
3.099795821759739056e-02,1.040719813644396119e+01,1.040573612568275763e+01,1.038578207951470134e+01,9.980823993682861328e-01,1.404807270925191782e-04,2.057811972875296051e-03
3.126562643800202823e-02,1.022976673388645530e+01,1.022835414673481935e+01,1.020879024026972282e+01,9.980872869491577148e-01,1.380859591799589057e-04,2.050534891205986737e-03
3.153560598083993138e-02,1.005536034365224296e+01,1.005399550938013853e+01,1.003481663773169608e+01,9.980924129486083984e-01,1.357320101378589844e-04,2.043060140904421566e-03
3.180791680444380182e-02,9.883927392573177428e+00,9.882608696926078906e+00,9.863808596887366775e+00,9.980976581573486328e-01,1.334181843635754881e-04,2.035506220020191163e-03
3.208257903948707329e-02,9.715417186747515643e+00,9.714143070037486893e+00,9.695715559934081185e+00,9.981030225753784180e-01,1.311437981033620321e-04,2.027872445900605076e-03
3.235961299047209611e-02,9.549779896549374314e+00,9.548548851810666704e+00,9.530488969159954138e+00,9.981086254119873047e-01,1.289081792505420419e-04,2.020038953608823459e-03
3.263903913723118638e-02,9.386966541893745131e+00,9.385777113100733260e+00,9.368079917499517961e+00,9.981144666671752930e-01,1.267106671472073901e-04,2.012005082785449372e-03
3.292087813644047067e-02,9.226928977752828942e+00,9.225779758098180849e+00,9.208438682876188608e+00,9.981203675270080566e-01,1.245506123889098373e-04,2.003948976005183111e-03
3.320515082314715732e-02,9.069619879919086358e+00,9.068509510150121855e+00,9.051520800348447082e+00,9.981266260147094727e-01,1.224273766338274908e-04,1.995572009661858697e-03
3.349187821230960316e-02,8.914992731011249560e+00,8.913919897822525584e+00,8.897276579837033239e+00,9.981328845024108887e-01,1.203403324146381094e-04,1.987231140704108414e-03
3.378108150035093182e-02,8.763001806718763831e+00,8.761965241199002108e+00,8.745662043521001294e+00,9.981393218040466309e-01,1.182888629518446562e-04,1.978746961397155439e-03
3.407278206672596788e-02,8.613602162280811214e+00,8.612600638412295950e+00,8.596633882208136512e+00,9.981461167335510254e-01,1.162723619742925951e-04,1.969940073036951372e-03
3.436700147550164619e-02,8.466749619195867993e+00,8.465781952404578092e+00,8.450144400697249480e+00,9.981528520584106445e-01,1.142902335384998774e-04,1.961227064158252344e-03
3.466376147695128529e-02,8.322400752157740556e+00,8.321465797912482643e+00,8.306153347258383945e+00,9.981598854064941406e-01,1.123418918532021301e-04,1.952249763404407265e-03
3.496308400916239151e-02,8.180512876214466544e+00,8.179609528673355001e+00,8.164616127394186407e+00,9.981669783592224121e-01,1.104267611066419473e-04,1.943245987241372114e-03
3.526499119965849360e-02,8.041044034146045405e+00,8.040171224848727149e+00,8.025492362478646058e+00,9.981743097305297852e-01,1.085442752970755781e-04,1.934036376540117534e-03
3.556950536703477883e-02,7.903952984057464271e+00,7.903109680661549952e+00,7.888740875098743111e+00,9.981818795204162598e-01,1.066938780652275864e-04,1.924620375324156019e-03
3.587664902260824518e-02,7.769199187183088107e+00,7.768384392243288694e+00,7.754320264587663658e+00,9.981895685195922852e-01,1.048750225304541611e-04,1.915116633895849784e-03
3.618644487208166893e-02,7.636742795899142067e+00,7.635955545687672874e+00,7.622190339379082857e+00,9.981973171234130859e-01,1.030871711290235469e-04,1.905584214237742661e-03
3.649891581722220640e-02,7.506544641940466889e+00,7.505784005307320150e+00,7.492312958490982666e+00,9.982052445411682129e-01,1.013297954556773793e-04,1.895903392083908958e-03
3.681408495755443544e-02,7.378566224818188246e+00,7.377831302089921550e+00,7.364649705496056242e+00,9.982133507728576660e-01,9.960237610861923747e-05,1.886073648742634095e-03
3.713197559206785764e-02,7.252769700434908984e+00,7.252059622350673251e+00,7.239162819276048211e+00,9.982216358184814453e-01,9.790440253371796334e-05,1.876094474369542154e-03
3.745261122093949957e-02,7.129117869893867976e+00,7.128431796577372026e+00,7.115813908182601288e+00,9.982299208641052246e-01,9.623537287736883624e-05,1.866144164546510017e-03
3.777601554727100935e-02,7.007574168499026257e+00,7.006911288465273557e+00,6.994568641788493579e+00,9.982385039329528809e-01,9.459479383500895395e-05,1.855924232524872519e-03
3.810221247884099105e-02,6.888102654942618308e+00,6.887462184138199994e+00,6.875389883200490715e+00,9.982472062110900879e-01,9.298218050782655283e-05,1.845612990829257347e-03
3.843122612987240339e-02,6.770668000677050102e+00,6.770049181552884043e+00,6.758242403300577017e+00,9.982560276985168457e-01,9.139705625858166157e-05,1.835209963807198303e-03
3.876308082281505751e-02,6.655235479468061044e+00,6.654637580083471171e+00,6.643091970211066233e+00,9.982650279998779297e-01,8.983895257116607345e-05,1.824655084626008788e-03
3.909780109014390770e-02,6.541770957125851105e+00,6.541193270282929184e+00,6.529903745707795970e+00,9.982740879058837891e-01,8.830740891236113185e-05,1.814067092203581729e-03
3.943541167617247573e-02,6.430240881411421583e+00,6.429682723818650025e+00,6.418644675443315961e+00,9.982832670211791992e-01,8.680197259562747337e-05,1.803385935607482778e-03
3.977593753888210293e-02,6.320612272114934704e+00,6.320072983579072989e+00,6.309281871949610654e+00,9.982925653457641602e-01,8.532219864852809497e-05,1.792611170805576875e-03
4.011940385176700902e-02,6.212852711303235687e+00,6.212331653948530708e+00,6.201783749010406410e+00,9.983021020889282227e-01,8.386764967999373749e-05,1.781623162044574131e-03
4.046583600569512995e-02,6.106930333733678218e+00,6.106426891247464184e+00,6.096117401181020412e+00,9.983116984367370605e-01,8.243789575150393305e-05,1.770600278986145595e-03
4.081525961078535936e-02,6.002813817431292165e+00,6.002327394335086552e+00,5.992252329333129346e+00,9.983214735984802246e-01,8.103251425075206813e-05,1.759422900556036713e-03
4.116770049830061756e-02,5.900472374426708910e+00,5.900002395371946484e+00,5.890157814062625619e+00,9.983314275741577148e-01,7.965108976687469277e-05,1.748090611997053182e-03
4.152318472255754622e-02,5.799875741651916883e+00,5.799421650739492229e+00,5.789802968661757809e+00,9.983414411544799805e-01,7.829321396725648732e-05,1.736722205584727416e-03
4.188173856285239138e-02,5.700994171991318638e+00,5.700555432114128074e+00,5.691158488006681893e+00,9.983515739440917969e-01,7.695848547715930478e-05,1.725257681012714976e-03
4.224338852540397704e-02,5.603798425485226886e+00,5.603374517692932599e+00,5.594195214926354964e+00,9.983618259429931641e-01,7.564650976138227614e-05,1.713696644618402723e-03
4.260816134531300592e-02,5.508259760683461792e+00,5.507850183568728575e+00,5.498884489349063820e+00,9.983721971511840820e-01,7.435689900768171145e-05,1.702038709451620616e-03
4.297608398853852013e-02,5.414349926146287295e+00,5.413954195251765356e+00,5.405198139829104242e+00,9.983826875686645508e-01,7.308927201231054825e-05,1.690283495159486220e-03
4.334718365389138295e-02,5.322041152090263516e+00,5.321658799335616585e+00,5.313109109608948444e+00,9.983934164047241211e-01,7.184325406742850966e-05,1.678311427149893186e-03
4.372148777504481637e-02,5.231306142176570084e+00,5.230936715304869367e+00,5.222588588264465592e+00,9.984040856361389160e-01,7.061847685079496878e-05,1.666420139670398131e-03
4.409902402256270920e-02,5.142118065439217567e+00,5.141761127482054938e+00,5.133610788628203636e+00,9.984148740768432617e-01,6.941457831582099566e-05,1.654430470625002213e-03
4.447982030594496011e-02,5.054450548351010042e+00,5.054105677111682127e+00,5.046149411600277190e+00,9.984257817268371582e-01,6.823120258648643637e-05,1.642342064943351238e-03
4.486390477569077856e-02,4.968277667024681321e+00,4.967944454578850255e+00,4.960179198687951541e+00,9.984369277954101562e-01,6.706799985086472730e-05,1.630035372314376976e-03
4.525130582537975621e-02,4.883573939547024345e+00,4.883251991760256594e+00,4.875673836429987418e+00,9.984481334686279297e-01,6.592462625796004206e-05,1.617688851409036094e-03
4.564205209377068112e-02,4.800314318443751560e+00,4.800003254505361916e+00,4.792608077372132236e+00,9.984593391418457031e-01,6.480074381681117973e-05,1.605361766001536751e-03
4.603617246691895509e-02,4.718474183272721945e+00,4.718173635245373809e+00,4.710958525015771059e+00,9.984707832336425781e-01,6.369602029689945034e-05,1.592815381632128272e-03
4.643369608031180235e-02,4.638029333343551386e+00,4.637738945728091089e+00,4.630699912284519826e+00,9.984822273254394531e-01,6.261012912804428821e-05,1.580287775745434350e-03
4.683465232102218545e-02,4.558955980561292698e+00,4.558675409876281392e+00,4.551809090243299494e+00,9.984937906265258789e-01,6.154274930655547089e-05,1.567659426514859348e-03
4.723907082988130363e-02,4.481230742392115829e+00,4.480959656767582899e+00,4.474262742188084729e+00,9.985054731369018555e-01,6.049356529858625328e-05,1.554930019138342110e-03
4.764698150366959706e-02,4.404830634948975643e+00,4.404568713733898910e+00,4.398037686423315051e+00,9.985172152519226074e-01,5.946226694815168819e-05,1.542158845283112456e-03
4.805841449732717319e-02,4.329733066195063707e+00,4.329479999578121685e+00,4.323111149919776075e+00,9.985289573669433594e-01,5.844854938468862756e-05,1.529405202133377918e-03
4.847340022618281535e-02,4.255915829263222427e+00,4.255671317906363882e+00,4.249462536494215570e+00,9.985410571098327637e-01,5.745211293355746230e-05,1.516311183749148930e-03
4.889196936820253137e-02,4.183357095889207677e+00,4.183120850573613048e+00,4.177068530836725913e+00,9.985531568527221680e-01,5.647266302625161545e-05,1.503234103218500798e-03
4.931415286625742689e-02,4.112035409956922294e+00,4.111807151240922664e+00,4.105908008133367204e+00,9.985653162002563477e-01,5.550991011578397196e-05,1.490114070690670613e-03
4.973998193041102855e-02,4.041929681153722420e+00,4.041709139042289678e+00,4.035959708963283710e+00,9.985774755477905273e-01,5.456356958931332955e-05,1.477010403786799741e-03
5.016948804022674374e-02,3.973019178733819157e+00,3.972806092359229435e+00,3.967203222076620683e+00,9.985896944999694824e-01,5.363336168380418293e-05,1.463863222289299090e-03
5.060270294709484640e-02,3.905283525388085319e+00,3.905077642701368479e+00,3.899618937223854775e+00,9.986021518707275391e-01,5.271901140554990668e-05,1.450493447506510762e-03
5.103965867657977301e-02,3.838702691218332408e+00,3.838503768691161611e+00,3.833186627421454773e+00,9.986147880554199219e-01,5.182024844639973983e-05,1.436960410999409566e-03
5.148038753078743035e-02,3.773256987814362695e+00,3.773064790151015035e+00,3.767885523095194866e+00,9.986273050308227539e-01,5.093680710546805916e-05,1.423561855583872901e-03
5.192492209075347254e-02,3.708927062431919275e+00,3.708741362290974397e+00,3.703697477080019507e+00,9.986400008201599121e-01,5.006842621033247813e-05,1.409999513031880104e-03
5.237329521885162459e-02,3.645693892269985970e+00,3.645514469995433604e+00,3.640602638700286331e+00,9.986526370048522949e-01,4.921484903951945636e-05,1.396511533920796917e-03
5.282554006122310714e-02,3.583538778845601236e+00,3.583365422207037021e+00,3.578582608306358548e+00,9.986652731895446777e-01,4.837582324700275747e-05,1.383038065194111023e-03
5.328169005022704435e-02,3.522443342464580240e+00,3.522275846406184296e+00,3.517620338192303020e+00,9.986782670021057129e-01,4.755110078754324108e-05,1.369221248822887968e-03
5.374177890691173021e-02,3.462389516786546384e+00,3.462227683184546212e+00,3.457696323782165848e+00,9.986912012100219727e-01,4.674043784373812306e-05,1.355478053993272765e-03
5.420584064350780773e-02,3.403359543482541660e+00,3.403203180910875592e+00,3.398793496136606418e+00,9.987042546272277832e-01,4.594359475345597473e-05,1.341629436325426309e-03
5.467390956594240375e-02,3.345335966983800535e+00,3.345184890487701512e+00,3.340894248127347588e+00,9.987173676490783691e-01,4.516033593936322920e-05,1.327734762753189288e-03
5.514602027637527382e-02,3.288301629320007358e+00,3.288155660197241925e+00,3.283980891050926942e+00,9.987303614616394043e-01,4.439042983888849547e-05,1.313972608399037586e-03
5.562220767575681846e-02,3.232239665045562926e+00,3.232098630635060754e+00,3.228038186826153844e+00,9.987437129020690918e-01,4.363364883717063748e-05,1.299865930377986766e-03
5.610250696640794316e-02,3.177133496252380951e+00,3.176997229730017747e+00,3.173048426589403892e+00,9.987570643424987793e-01,4.288976919727759780e-05,1.285772117474963915e-03
5.658695365462273336e-02,3.122966827667646328e+00,3.122835167848920790e+00,3.118995006743056297e+00,9.987702965736389160e-01,4.215857099701142435e-05,1.271810154818820695e-03
5.707558355329303557e-02,3.069723641835219397e+00,3.069596432984607048e+00,3.065863089191748436e+00,9.987837672233581543e-01,4.143983806187090483e-05,1.257622214214354278e-03
5.756843278455600621e-02,3.017388194379155841e+00,3.017265286025905269e+00,3.013636053769969347e+00,9.987971782684326172e-01,4.073335790188628699e-05,1.243506094501214054e-03
5.806553778246448944e-02,2.965945009347984218e+00,2.965826256108139436e+00,2.962299024218884025e+00,9.988107085227966309e-01,4.003892164908619039e-05,1.229282780904189781e-03
5.856693529568023082e-02,2.915378874638378193e+00,2.915264136042817977e+00,2.911836655280607644e+00,9.988242983818054199e-01,3.935632399560673851e-05,1.215011670896436495e-03
5.907266239019082904e-02,2.865674837496801963e+00,2.865563977825094533e+00,2.862233872229764664e+00,9.988378882408142090e-01,3.868536313222044657e-05,1.200752165602647289e-03
5.958275645204966220e-02,2.816818200097900959e+00,2.816711088217771053e+00,2.813476705402736755e+00,9.988517165184020996e-01,3.802584069010335688e-05,1.186265657843331173e-03
6.009725519013969092e-02,2.768794515198249595e+00,2.768691024410474988e+00,2.765549573389001647e+00,9.988653659820556641e-01,3.737756168127813982e-05,1.171969169772645730e-03
6.061619663896118670e-02,2.721589581864192642e+00,2.721489589752742244e+00,2.718439166384806871e+00,9.988791346549987793e-01,3.674033444157534913e-05,1.157564498475132948e-03
6.113961916144318443e-02,2.675189441272557644e+00,2.675092829559797991e+00,2.672131402638703523e+00,9.988929629325866699e-01,3.611397057312554302e-05,1.143111058482440068e-03
6.166756145177985926e-02,2.629580372582898118e+00,2.629487026989691500e+00,2.626612762118334832e+00,9.989069104194641113e-01,3.549828488981644742e-05,1.128549062620344632e-03
6.220006253829074572e-02,2.584748888880172846e+00,2.584658698990707659e+00,2.581869330933222795e+00,9.989207983016967773e-01,3.489309536148430647e-05,1.114057136976893047e-03
6.273716178630604767e-02,2.540681733186559210e+00,2.540594592317745981e+00,2.537888213228753909e+00,9.989347457885742188e-01,3.429822306154648386e-05,1.099515898160777867e-03
6.327889890107651905e-02,2.497365874541292552e+00,2.497281679616580874e+00,2.494656419443296080e+00,9.989487528800964355e-01,3.371349211182066808e-05,1.084925170803871519e-03
6.382531393070897674e-02,2.454788504147298323e+00,2.454707155574753052e+00,2.452161327678932690e+00,9.989628791809082031e-01,3.313872963305549872e-05,1.070225179858504995e-03
6.437644726912672422e-02,2.412937031583552550e+00,2.412858433138055148e+00,2.410389948369999313e+00,9.989769458770751953e-01,3.257376569243489997e-05,1.055594563891974758e-03
6.493233965905567673e-02,2.371799081082011540e+00,2.371723139791442669e+00,2.369330383695073206e+00,9.989911317825317383e-01,3.201843325372494688e-05,1.040854348342237345e-03
6.549303219503639639e-02,2.331362487868001487e+00,2.331289113903271648e+00,2.328969943946167742e+00,9.990051984786987305e-01,3.147256812772119785e-05,1.026242780470270569e-03
6.605856632646170401e-02,2.291615294563035032e+00,2.291544401131831776e+00,2.289297276907680256e+00,9.990193843841552734e-01,3.093600892412181404e-05,1.011521288435446352e-03
6.662898386064128320e-02,2.252545747648899255e+00,2.252477250893026639e+00,2.250300524213896480e+00,9.990336298942565918e-01,3.040859700368323196e-05,9.967493167880087015e-04
6.720432696589202781e-02,2.214142293992080734e+00,2.214076112888271552e+00,2.211968168533787082e+00,9.990479350090026855e-01,2.989017643028622342e-05,9.819267100371047857e-04
6.778463817465538166e-02,2.176393577427422343e+00,2.176329633691498344e+00,2.174288499644816408e+00,9.990621209144592285e-01,2.938059392712554221e-05,9.672321240233648729e-04
6.836996038664165665e-02,2.139288435400017452e+00,2.139226653394294075e+00,2.137251301863123398e+00,9.990766048431396484e-01,2.887969882930913030e-05,9.522481883155404017e-04
6.896033687200116280e-02,2.102815895664386314e+00,2.102756202308205591e+00,2.100844732917729552e+00,9.990909695625305176e-01,2.838734304025374264e-05,9.373919755509420955e-04
6.955581127452331591e-02,2.066965173039883030e+00,2.066907497723171172e+00,2.065058306442518532e+00,9.991053342819213867e-01,2.790338098780600109e-05,9.225441348680646012e-04
7.015642761486283463e-02,2.031725666221454674e+00,2.031669940721201773e+00,2.029881338546415837e+00,9.991196393966674805e-01,2.742766958126675828e-05,9.077641266740823882e-04
7.076223029379392904e-02,1.997086954644768486e+00,1.997033113044331953e+00,1.995303809620789792e+00,9.991340637207031250e-01,2.696006816894450797e-05,8.928730017646479720e-04
7.137326409549286932e-02,1.963038795404763226e+00,1.962986774015899050e+00,1.961315267309804877e+00,9.991484880447387695e-01,2.650043849665736394e-05,8.779898283176674123e-04
7.198957419084821285e-02,1.929571120226779790e+00,1.929520857514309684e+00,1.927906024495508630e+00,9.991630911827087402e-01,2.604864466679971172e-05,8.629356616176260325e-04
7.261120614080067426e-02,1.896674032489268580e+00,1.896625468998292652e+00,1.895065297865153209e+00,9.991773962974548340e-01,2.560455309876913084e-05,8.481871932437464465e-04
7.323820589971080652e-02,1.864337804297314660e+00,1.864290882582887221e+00,1.862784423376832033e+00,9.991919398307800293e-01,2.516803248814900533e-05,8.332078644235349019e-04
7.387061981875646388e-02,1.832552873606018595e+00,1.832507538165198735e+00,1.831053522174223014e+00,9.992065429687500000e-01,2.473895376925805634e-05,8.181763557223984719e-04
7.450849464935890842e-02,1.801309841392954247e+00,1.801266038599153907e+00,1.799862900804513055e+00,9.992210268974304199e-01,2.431719007678752876e-05,8.032713502093965716e-04
7.515187754663948949e-02,1.770599468878785165e+00,1.770557146918338542e+00,1.769203680681197266e+00,9.992355704307556152e-01,2.390261670722341447e-05,7.883139140845719364e-04
7.580081607290520274e-02,1.740412674795315917e+00,1.740371783606190936e+00,1.739066599374115007e+00,9.992500543594360352e-01,2.349511108323195597e-05,7.734231315910274334e-04
7.645535820116490522e-02,1.710740532700087524e+00,1.710701023912670093e+00,1.709443072740556069e+00,9.992646574974060059e-01,2.309455271692964146e-05,7.584200729047171951e-04
7.711555231867575633e-02,1.681574268336770039e+00,1.681536095216649818e+00,1.680323945505067806e+00,9.992791414260864258e-01,2.270082317445215887e-05,7.435430330049687050e-04
7.778144723051999554e-02,1.652905257040563347e+00,1.652868374433254850e+00,1.651701027158912094e+00,9.992937445640563965e-01,2.231380604024057982e-05,7.285534827370330211e-04
7.845309216321330603e-02,1.624725021187807483e+00,1.624689385465338365e+00,1.623565568479354182e+00,9.993082880973815918e-01,2.193338688356368676e-05,7.136301179172129232e-04
7.913053676834361227e-02,1.597025227689103488e+00,1.596990796698408488e+00,1.595909555420970349e+00,9.993229508399963379e-01,2.155945322468192055e-05,6.985940164185867321e-04
7.981383112624165777e-02,1.569797685525158082e+00,1.569764418538219131e+00,1.568724347213127368e+00,9.993374347686767578e-01,2.119189450061022061e-05,6.837430848113657238e-04
8.050302574968332125e-02,1.543034343324638735e+00,1.543002200990309047e+00,1.542002486024204755e+00,9.993520975112915039e-01,2.083060203341527923e-05,6.687195945430024144e-04
8.119817158762343556e-02,1.516727286983342360e+00,1.516696231280800333e+00,1.515735527737982480e+00,9.993665814399719238e-01,2.047546899732653286e-05,6.538810594832873647e-04
8.189932002896266328e-02,1.490868737323922000e+00,1.490838731517696969e+00,1.489916266379745391e+00,9.993812441825866699e-01,2.012639038825818198e-05,6.388697544803804322e-04
8.260652290634620809e-02,1.465451047795539585e+00,1.465422056392059691e+00,1.464536455692291739e+00,9.993956685066223145e-01,1.978326299162690949e-05,6.241028007204037957e-04
8.331983249999556917e-02,1.440466702212728656e+00,1.440438690918336651e+00,1.439589309234912129e+00,9.994103312492370605e-01,1.944598535250869416e-05,6.091032694256288873e-04
8.403930154157346344e-02,1.415908312532802693e+00,1.415881248213191501e+00,1.415067107988644546e+00,9.994249939918518066e-01,1.911445774534565979e-05,5.941094749654977046e-04
8.476498321808172143e-02,1.391768616671171133e+00,1.391742467312190534e+00,1.390962199021698265e+00,9.994393587112426758e-01,1.878858214459692912e-05,5.794193372470604272e-04
8.549693117579365564e-02,1.368040476353873602e+00,1.368015211023662081e+00,1.367268059447464434e+00,9.994538426399230957e-01,1.846826219561788855e-05,5.646155356951335167e-04
8.623519952421952739e-02,1.344716875006756629e+00,1.344692463819152861e+00,1.343977767012491054e+00,9.994685053825378418e-01,1.815340318655936873e-05,5.496383722126352506e-04
8.697984284010670808e-02,1.321790915680619127e+00,1.321767329759810927e+00,1.321083961922242533e+00,9.994829893112182617e-01,1.784391201996965879e-05,5.348453753085206366e-04
8.773091617147438237e-02,1.299255819011735813e+00,1.299233030458104343e+00,1.298580131092691659e+00,9.994974732398986816e-01,1.753969718511914474e-05,5.200576431192040347e-04
8.848847504168258493e-02,1.277104921217164346e+00,1.277082903074281628e+00,1.276459631918306137e+00,9.995119571685791016e-01,1.724066873200478026e-05,5.052750859680396698e-04
8.925257545353740274e-02,1.255331672124199827e+00,1.255310398346943801e+00,1.254715860109773429e+00,9.995263814926147461e-01,1.694673824331013838e-05,4.905572193397752644e-04
9.002327389343058039e-02,1.233929633233458167e+00,1.233909078657204228e+00,1.233342621878927181e+00,9.995409250259399414e-01,1.665781880938952328e-05,4.757251456817265323e-04
9.080062733551551302e-02,1.212892475814958626e+00,1.212872616125813652e+00,1.212333311528656532e+00,9.995553493499755859e-01,1.637382500178367255e-05,4.610171943942385341e-04
9.158469324591865524e-02,1.192213979036689242e+00,1.192194790742731270e+00,1.191681877158047076e+00,9.995697736740112305e-01,1.609467284847352700e-05,4.463140744852741866e-04
9.237552958698838634e-02,1.171888028125044334e+00,1.171869488528534564e+00,1.171382153000312121e+00,9.995841383934020996e-01,1.582027980901249531e-05,4.316753073598555198e-04
9.317319482157940258e-02,1.151908612556657552e+00,1.151890699727192047e+00,1.151428219196848790e+00,9.995985031127929688e-01,1.555056474987857789e-05,4.170412084536204611e-04
9.397774791737478761e-02,1.132269824281044723e+00,1.132252517029613159e+00,1.131814118170671124e+00,9.996128082275390625e-01,1.528544792099688026e-05,4.024713019822445518e-04
9.478924835124527548e-02,1.112965855973550244e+00,1.112949133827472847e+00,1.112534262618628755e+00,9.996272325515747070e-01,1.502485093109125415e-05,3.877866985811160671e-04
9.560775611364571991e-02,1.093990999318091628e+00,1.093974842496801436e+00,1.093582693721773635e+00,9.996415376663208008e-01,1.476869672626448596e-05,3.732257363840273015e-04
9.643333171305049079e-02,1.075339643319156435e+00,1.075324032710802458e+00,1.074953823993638702e+00,9.996557235717773438e-01,1.451690956523619487e-05,3.587883399582096080e-04
9.726603618042621580e-02,1.057006272642600830e+00,1.056991189781440577e+00,1.056642476011799614e+00,9.996700882911682129e-01,1.426941499840435627e-05,3.441764161831277480e-04
9.810593107374357413e-02,1.038985465984727297e+00,1.038970893029284692e+00,1.038642615399435476e+00,9.996840357780456543e-01,1.402613984478837037e-05,3.299859300407773349e-04
9.895307848252811456e-02,1.021271894469164332e+00,1.021257814181124379e+00,1.020949681588959823e+00,9.996982812881469727e-01,1.378701217198509814e-05,3.155015642254487386e-04
9.980754103244984798e-02,1.003860320071088941e+00,1.003846715794908251e+00,1.003558196599377617e+00,9.997125864028930664e-01,1.355196127258663567e-05,3.009616633616209853e-04
1.006693818899534743e-01,9.867455940682956506e-01,9.867324497114997595e-01,9.864627294543142355e-01,9.997266530990600586e-01,1.332091764575068143e-05,2.866641773541449929e-04
1.015386647669275638e-01,9.699226555186908350e-01,9.699099555328398736e-01,9.696583614586812283e-01,9.997406005859375000e-01,1.309381297436514124e-05,2.724898305094942377e-04
1.024154539254145957e-01,9.533865297637366121e-01,9.533742591260324639e-01,9.531404788789376026e-01,9.997547864913940430e-01,1.287058010688383029e-05,2.580809326726952557e-04
1.032998141823615601e-01,9.371323269574092230e-01,9.371204711529259601e-01,9.369037470296820436e-01,9.997687339782714844e-01,1.265115303593797135e-05,2.439142489826496792e-04
1.041918109144115701e-01,9.211552406202376808e-01,9.211437856247520761e-01,9.209436040068729179e-01,9.997826814651489258e-01,1.243546687949334716e-05,2.297512992731415228e-04
